Name,Tier,Points,PUUID
Azazel#21C,MASTER,5,XjA9Y1HFhEKcERbAC1oOLpF8AbYliGjbvdNnoQG1uxRr4pAN3jaNBffRfPKpPAqtO9Tuc1TZ_SfbNA
Znmhy#NA1,MASTER,5,DQEE9LXJuqLkpjVTgi4yd0ABHT3A1v5JUejQiEndLqXgsrOykaF9teAo0T-ZAssurnSyHsMCEuYE1g
CAUSAMCONGGIATOC#DeUt,MASTER,5,GIwgvclLiDIF-mM6n0-Ei0HpRGTmkQCc-RO9qAqeZEDP50TO3reecM7AHar06IwP-IHTugEXFKnICA
提升自己不如压力队友#1130,MASTER,5,c2UNngJAiEwHMlh_oQAsAGcEwNSi0elX1djhh6659aZ0ISrgZFZ4IeWKY3RqSDc2Hje1TNsKEwrlOA
OGC PikaPika#NA1,MASTER,5,h14AsNFHKC384Bm_sc79m3vldnjt5AbFfGuktbq9k0hL-x9SYI47D-FlH0zPTTpCulpjztQrp1pJRw
Soup#IND,MASTER,5,LQlE9PHiu31276aR6obSYew47KGRwiH1_4Y_AU5gBgxtFhXd4-Tol6XKFLwaqH-Ffyptmc44ZJN8Wg
Queen of Hatred#yay,MASTER,5,DVDCvgJUgU027VSD3O6AITckzBICQDc4lhlc0qyVZ27lWBL7_YwKm9ItFYIspr_SWHaG1twICnVuRQ
Khristmas#bear,MASTER,5,0fyP4NBvumoar6l64600So9oO7fiiDD27tZxa6Og2XO-OIN-9XqESt_0RcC6YEJjDOKeISuutagsgQ
Miss Wealth#NA1,MASTER,5,EW1-5eo5HPtAaGtYyfporKALYuaonB4mLkMr3Vog1Kubvzc-4iClZKWR4zuZ8R0GYR9h4z-HOR1g-Q
갈비탕#1234,MASTER,5,n5YABMLIcO-f5bemlbcO2LlQ-OEy_u8CtjXVXbqGg-nwJVAyVpGXi1g8I6GG3c3okOM-K_M0vqThJA
AprilBornInJuly#Milki,MASTER,5,eYEO1VKg9LQxJkM9_7x3N12mrAG9PzYkbLITSn5GgeNBxeWqiLSOYDyN2ysOp0_WZcdjUvtTbHkwKA
Luxyria#PLUM,MASTER,5,vSivdHVJa4_suNnjV25OWkn9wj5W8nw5p1t3z4VBhReX7lNgfPrBnvMJIeW3dGC4-new_BWu7-A0qQ
Sonaphine#poro,MASTER,5,wChsPoiPd8dAj76z2UhlZe1MNZnAK4i9gYvFyKHA45RlJIA0klquSd-91UYoZwVeC7aFR_Ibidg3mQ
海  王#000,MASTER,5,rR5-vQTJNejCaJloNO2dUNsB6m4PIUdr2CNeBgmFc55I_7zVb0uJX2ry6pZ_SgRSrPRgIygwyW0ioA
Vexile#999,MASTER,5,Mg2oBCN9S_R6ys69YTGiNDFGlcRmqQLv3A8p2qGq_P6mRjAQfwroEbVYiFQHrxDYnd0_uH1W1hWBjw
mikuwu#CV01,MASTER,5,yk4NDxxp4ga_aWcO53DVsJa7P2S0iHxB53R2BdXsqiZMC9XMFR8JhvklG-Ox1Ire-R7Xhrp9X2F9Ug
Alan K X#NA1,MASTER,5,3HmkKMkr6vI9W5A9hMogb4n1ENbD_HmO0CpCAKuCLNxdjDIS3FXqpdg14spDYrW759-u1xDB_KTozA
Kitagawra#NA1,MASTER,5,QQtWDKMSEh02a0YEpzrX2E_O-OEl2im9pk2SOwzOL4eMlNkroyP4SRHIFJeuYU1-jdykG0PXjFdAdw
Whiplash#Jazzy,MASTER,4,Hps-Ei_BarcOGM80oy5IhzDZOlDqum1Xih1uv0Pc_tqlx9b8-S8N63Mle_BkwJA1UHk7gEy4NcaE2A
CANIAC COMBO#NA 1,MASTER,4,nEj0jDjjFlZ-LexKox1iU9QjsQA7a0oeSBeRuoUcE6Bm7B_S-kAHeRQ7cdFyypue1nq21OK5jFEzMw
KindDreadTTV#lol,MASTER,4,ijY6ww_Frn78KfbxgDYn3iNvoQ4aSFfiVHFfAq1-pWz2I0cF_71oi4nuR_RAhegn3ajscai1IZNxHg
Saint44#NA1,MASTER,4,y1Rh-m1c0pLFMAAF3F9zQuNNjqKDVm6LQgdsen2qfPsNZcFjRM7EnLn4TCaYlaNkpLUUsPXAsZq6zQ
Swagsasin#Solo,MASTER,4,oZArM-bQoAmzopHiWBUQEW1kegLU0Rg4hix0eNBuIK5RMs9YXspdSJMIDpx4U6jSCIPTeaCU7DLjVA
Sleezy#God,MASTER,4,SYM4ciTFbD-Gv2E0gWvl2H1WBjmhaV29ORZ39nwnErwnmxc4bBLVUPlvSiZCsaRT6UbeSlRxvvswJw
CRIMlNAL#CRIME,MASTER,4,OIgF2NeXr8pEhPoT-gaHxEUkKGwHlq01layFBYzSllDnOFxbm872XtzQzJRRyVwX9NugDQhPbZaWEA
Aná#NA1,MASTER,4,WuiwGUvEPPOxErQHpT5VH_b1ztOWfIeNPHE3vfFuViyGZxl78n0t0PbajlRj-z-97wsHnvPE_IeyCQ
Worst 1 Yet#NA1,MASTER,4,vwl4BgmI3Rq29lUgZD9SFFRR4L_AQxHrXUgRPLK7GDa9FTr4Gl4VCCvUU9Ffy32Cio7hLuSSDhDb-g
White Boy Summer#777,MASTER,4,3TwRqcwMlwXvChzEDeZqTPhbRDwWU7ZpPnPdYyxpDHSTWYnRgZ29d8oNQ1lpyFuM7d_E1YWSY_9BUw
Flash Away Beta#NA2,MASTER,4,A4oR9uD5A1Xih_g2FNNRx8bPPAZ6-iPbqoXFUf5SUvOgkY4qmHC7WiHYEJyIdpI0qd4uftzGxJD0Tw
公 主#uwu,MASTER,4,vOJTOgaYPb8vHuP9-R8Nm45cmKaNPcHAovc-zkP9wodCOXSnhdC8F6GzwGnn8oaR8RqG1-R9VCBTjg
SoloNunuOnly#CHOMP,MASTER,4,-iZLvnA7rQACp74VO_H5U0yX28YWYa24LsdyQFSqKqKTgqPKrvxbkupC5Huny6muTcC4Z6z9DQDYAg
NA no teammate 1#NA1,MASTER,4,cYV04bB12mUJH6y6qjHxDYLU4lN3bckRbbQqubT9slfibWbUL8SvQmrOWRlPzTi_2R4_6c25EgTKow
DabinPenguEmote#Dabin,MASTER,4,BxPzEf-7M3dctQsBbkqQmoRzKVSbngqdxwIJSyQKOVyay1ls-LUZ9032H2K9vp6AJB-13OhW1d7N9g
CG RexS#NA1,MASTER,4,6upXJFdo8K6dDGzRHAV6KwtiLxCL1hRsrqnKDWnJ4TksiAuxnZpPqnI38guPhCE33fC4TSJGClSYtw
colelol#mid,MASTER,4,MB-AGagbQUXbTLmAB0i6vSEFzzP70U07Ly7J1Jry7DlJNhhwUcSd0m6F-qQI5NTlATE4DCijh7ntZQ
dlwlrma#swim,MASTER,4,2vJLEwphYnTseUYJxWhv0fZLDd3H37gi0j88QQICjJ6Ks8YmYQ8PKLLcF6i3XHiZqrrVQM4jWFa5IA
iMiss#T469,MASTER,4,lG_AaLq4TpBB_qJDRMWil3au3xRjP8BgDO2OvoEadqnm8KR2acRKyj3yJTRV0N8w5Iujd00YHLYd1g
twINK bot#1677,MASTER,4,w47lFQ0SlXv_w1I7vhCRBLRUpB1AuTLySXvi2JvpTIC7BAi3hP57CvIgDShqZh65tGnH11kb4Zp69w
0x1#0000,MASTER,4,aOupHWRzNHxyNHgytgaV1aiK332KBeRypPwk5X9UCW1djkPYS6gkFKjHUjtUOaSp1d9_K73UvqwEJQ
SC2 HuK#NA1,MASTER,4,NxLTGKgfGrzmeJ-wTA_lkr8rgCBJwB7r6N0BCSUDWRJ2OYawlnXFG_E3iFH0mnqTTJoe4CMxIr48ag
Intensitive#NA2,MASTER,4,rQh_OFkkEiWPOXg9DO4cmidn0Ou0dj9M_IGu4ctBpYc4Nm1YH1YwsrUWgefXnGFT0PDXP8yAeuoshw
L9 Stylish#INT,MASTER,4,hMze-f9mvkobuHkZs3B6nLJQe5f04NCHm_rJ_uDbnXqEIz2LCsSpUvvHzqp37jAtAtRqL84GxQAbCg
이사야#Isa,MASTER,4,bDtkwPi0GUs2xSouZJKFdasnfZn9FIvHIbG3hDrM4xc78lTpAEBU_8gsJ5R_2e8mA25g9EpByD_AXA
HideinCanada#PENUT,MASTER,4,DU9nULDFwjddKKP1kt98ryqiKsVKK8E4RN5V2YlGkfMVJJsxVyGw_rVfCdhO0MhxFoC6zUE5W0ALIw
Position#NA1,MASTER,4,oI4C5EWbBplGu4pEeGxEfHOmeJ-3aVFTo9cb3hWYg28LCeD2YdAQtmu27-JrTu1Zjox5ReCQy8Ybvw
ObiWanComeBlowMe#YCG0,MASTER,4,8hVOIWKyRv-0UuAwcSrL1NbVwcDeSJF2mg9JQRPoKwtxGA3wA79ot-mFny7nwlpWaVTNFhZSPZqZQQ
noob#ltf,MASTER,4,UXs6xpWptUOg7hR-X8kdtyzOhpIRr4VzptIcMjknNP8B6k_GqC6x0eXN41rbc0iRBJjAL17ZMuNi0g
Mister Wubz#8688,MASTER,4,mC0IOjaqGTaHd8YnIkckrZ-ldz0U5PsnTP0dTDX8-Kxv96mlzP1_YDSVN5v08cy2ixHkhlHld4EjhQ
Kill enjoyer#anya,MASTER,4,uqmZEvZJr61cleN68_qU3fgcMX_pkFJ1FCzYji2flDMRDp4qfCQV9Oma2lv0P6Iyy85TsFlgMIDNqQ
Bones#casts,MASTER,4,hz3AvxpK98Al_mnncgEXwZ5GHTWi_TETXcvTch1ZB2bUvTQaiNTCcRWbdG48PmG4Z7yyAwGcFVmwFA
Judge#mich,MASTER,4,WpCLRtXLjnALyr34OD2K_9Yt3ax1jJ7R8yszXfdSlj-jYFditfzmIGEvdJl9comFOG6UAkp2Dq_dwQ
星 心#1021,MASTER,4,rLqzwZY8qa9cp-oFOpXJh7KZYAwKTiiPo8MgCz_-BjI_yWKCKfogyvIt5LGzdJ2lgHgK3jC_DCRADA
PARZ#IVAL,MASTER,4,Qgwa4aWITD9tJwiSGHQiAJtY7ShiKtCClbUlWAw50lUWLpW4QFl8ZMPjvhUKPbEtkuz8vB37s8xzQw
감자캐는소녀#5393,MASTER,4,wsvOjXUCQrcpKD9kyq5guigk_ha4eQLd5UhrKvuUNZiL3nMS8covnowiHsbEdwCgyeA5yoG3bdtYLw
TMCshacolino#NA1,MASTER,4,8xmRHffOu8eutOfhBtSC0rP568GK94g4KmMs9H1minMhbBZ_RVzl9RVQlXrpJQFaPrQk9J8V3LjbxA
SungJin#블랙핑크,MASTER,4,xTzg5c8JyqTN-whd66R7AFKLH8EQSetx8T7gtk4s-ta_SnVtXxOPA31-o2j0H6UOaoiUX4QwSnIg6g
WatEver#NA119,MASTER,4,ETgMCGjm1ZmBG1HdBvU9WUmAWc-C4Pb1gN5bcYEVejtjEQQLX0iCXU7ESGc0YE-Ur0UK7N6kfFx-RQ
WHITE KING#VIJI,MASTER,4,ZVwPx-F6tZHw-hGUjQHmV_hOmVar6mBr7ZQgdmJdsRhrNDC6LWfFK-B5YtjdIPpSm-cP0bupg-JBzw
Yansel#NA1,MASTER,4,QkBF54gc-TnejQUjV_HOWIw9POexQhOkYjhgBsVVkeu6yLpMf307A3Owl0K8gIxirAort2K7O-HyBg
rosesarerosie#NA123,MASTER,4,XRpJIWYAecv3dEfTP5Hg_p4fEozgdNKxSzBe9_PgD2WAkFsFzArFSVS9LOdbYwm52-y8uD81INazsA
Zeksee#NA1,MASTER,4,ar5nvKeI-cf8op26t4tdhPwL0z98N89kvNdJDu0p75ktT-g1idjE6D7ROwRVHZ8x5nZcxJ8wmI8iLA
hi im sho#NA1,MASTER,4,FGq8Egx9n3qvSM0LYcIi5wHO9MASotiZofIiczVVYTiTJJK6fHDrPUzAgvt3NQ5b5z2dALQLrj6x6w
Trens#NA1,MASTER,4,5M_xgL5t2xKdLtRE19POqykO2MqCG6nkmKax1sOnDDZ05h1ijsBgkG7H1M35yGV5Qao_Wzix4U4yKA
rhuswok#NA1,MASTER,4,eCNoK2MBaHohfgCbuh36qwmQTLQXiUmviIGjYhohXTTBBwf4M8t8isUi3RPDsoXkOeN4pBJHdVVSAQ
Kizumi#LOOΠΔ,MASTER,4,-ntDIvc4C3QnsThmgphbvnHwT7SCZns7ALamQAHxaZpAb57Jf6TjE1M7bqbTGy00i300fqxbpr9vWA
改名比算命难#0724,MASTER,4,juot6lDoC6LXB8G5Kkseu1M6tCJzQic0CVb5BoUi1jRK8JZAtuGbY-EGzTtsLz_GzdjR23JLjxIecg
河南人偷大龙#NA2,MASTER,4,jKVrEJpiMx3EXa8Dmi0Wk-9OGI7J0W9s1B0AXV9f4I-te-aVIlI9gwauIQB2aYKMHT-63mxLPZ6OcQ
Azazel#001,MASTER,4,GJuOgPDyFCfOycorR5nZBTb0jBLhd7MQifuwbsBbiDJ_ct4qDYCpWz7fp_V5bCHfYXwDqQginqS6Gw
Travis Scott#5446,MASTER,4,Y51LaOEp8lCO7UsPcFvK09vI7QHzDbCYWLS6OE4HqjKpXitBPswL44RQO_jPWRRLBNhDPytN9PlKcg
Frozn#Fzn,MASTER,4,Ig21FNzNJ2lQ98VRqx_Y7Lhy_veHoPKfQLnxmcvAP9ZjyzBW5Lrv_iPiV2t_KFCb_4UExQNY6vdK8g
Kinisuru#Cake,MASTER,4,z3JyI4jMEeHAsGqOG6Y35BSne1xhQU49gVfWKul6aPwhlhpjNHo94bCeLEO3qnRGayqsv-IIggB6Pw
收割之镰#韭菜园皇帝,MASTER,4,mwqdBHHf0ucZBKHCJsogC6dAKTm6efciru_Ttgxil1qIKvogZ9kU0QMS13OwUodFv3y_Rr-05ts64w
Zeru#rach,MASTER,4,5rHphvWRcN8btl-niVhVNeGy5WV1NI6wZxfDhhiWGQlyvGNQlSma9ZakmTTSo1UP_8HH3QDzD1mIhw
pip instaII#NA1,MASTER,4,ZCXRxIZ-AGvxUkA_Xnnxs96Il8MmJMjW-w5z6wSv78IonnUNwE6AQeHVyRm-kPPjVneOrwSlvteMew
Phrxshn#NA1,MASTER,4,46MO8DGpxwkq2R4Uy0xPz4hIXzW7ykfMn-p1iXAj27LlGuBRmf-LUqjtQTS1toc-lrEFG7GgDVgJxw
Cote#NA1,MASTER,4,9S1HEgBh1deW1yRozmz3Uq7jEskNEuhEJiXcdisZlVSX73TPFB75N_Vw8VM4MwIX3m1m-18lA8ToYg
Xeno#UMOMC,MASTER,4,mswWPFeegx73trVWo54pqc3fMe2SvLikmqdZwmBcTdJqWA__s8-TB77lelMWZrNQwVJIjqRx6on2cw
Meister Chief#NA2,MASTER,4,cDrKk7PlkgFNxQWut6OFeNI9M4vbrrVlxraSMVKxX8Jr_zAqbed8oMtDMa34wRMXtwzdGzk_-9s61g
Leviethan#Lost,MASTER,4,N-96YclE2M9foBhPaZ1JSuj3GC1H3gdm-b14T-Idr6xDh9_C8GjwakjaPSFp_IldluXPfBPLeRSpfA
Master Sparda#NA1,MASTER,4,M-zpe1VB765P2_sdi5oGkumLLNFxk-SE2IVWF3lWxInT3tNgUZMsEVU4kryzH8IHHSzxJUs4ba2tSg
Kimrin#NA1,MASTER,4,AONm-8NGW6bztg2J-HKt6P2l7cR7WTlEXBBliMPknx1TVZ-9Jgqk_H344uy_73dXw2kIxzMs4IDWTw
Prestige#NA2,MASTER,4,jdoP6UJSuPJgr9I0nOSdaIZ9Oa29d_m2PsVezQ7Kwl2Tv_GW6F_6nVrukMb8uoAwaclSpPxq-y8d9w
Szyukin#Sync,MASTER,4,mdZY2B2FgJo82hqMIodtjsH5S9UDhsk_l-F6mhHa-KkkBbf385oMvJprVQYKDvI7KhUaL50OfXu7eQ
MEECHOL MANIA#NA1,MASTER,4,e1SzBhNsnPo9vHZC1fGOEnU9_LEXxI6gPwehbh-1UgN2Unf_vtyPcneipa4wUgZTbT23j3Dj7wBIrA
Dango#8888,MASTER,4,tQVrNsQY9KSHuK3TwWfI0hanPrk5VVXxSjCdXGZnulHmfKQoNBlUvGM9XWjdAA80KwEc7aBtWGnkyw
Ray1xie#1224,MASTER,4,_9FRajq_JK2l8g4g7mIAG_uyhH5MFvd71MOfaDi2UgPpIljy9nRJLxld9o12g1BNt3_Es-YaIV17NA
supermario3344v3#NA1,MASTER,4,Y0oP4MHXwDuhV8GNQ3ITqArI6m9rSG6dkZf62fIwZYcmI4xQ1Udk7dxiUg97bxMieO4SiPVF4nvGHg
VABeo#exe,MASTER,4,Nqu4Yin4KByMG7KnFet4LLN6OTIvMHvP70e1pHSKA19GLMP3uFg4Ycpgku_Ql8VtO4VMJifZQwnraw
Mega Charizard Y#CHRZD,MASTER,4,zNXfu1kfw5LASy2wUX2bS3FvW6SoHAZpSIKrSD7mYcvJCzNGWrJi605Uk_I1ZXpcWz1QyjHtAcltpw
lil opressar#2523,MASTER,4,uba_Lb1f3U9VGC6NgIiOmbEj_jKP3FDKtWmpO5O5TFP_ZoHoetzU23pI-VesafXAdiIJc3FRa5yAXQ
Yeppeun Namja#Busan,MASTER,4,hl37iKKC-KKDhq4vp6rTPyOAKp_lZA0_bi6B4QFHfb87LS8tF2onuYyr9Lfc2wKlbibCXsOP3_XpzQ
Mid2Iron#NOOB,MASTER,4,z37Fn41YkoKD6GdMVcOkyh-YEykGYawogb4SnteScwek7u9gB8r4UH6pWFGVJYf7kGEozS91yUjOLA
Volf#Xayah,MASTER,4,Dc5tHmDaKeeMy89JB7QS7ZPNOuGR_s4ALAWkUdJ_0iv9eMvi0RY9VL8OY_Tjh5wf_oXGM5x2QJc9gA
Pencíl#NA1,MASTER,4,Jd92h1S9jLgGwj4R17bMQOD2f9NbQVoY5k2suefuoUYfEB1iOcefTTLLP_3KVvmA11rACzdsGjNyPw
wait4winter#NA1,MASTER,4,eniNE4M5WCfL-H6ktHDipZ_Y1rolGk4vIQOecBVXcxiXdSTllYtTnDLqaqVyHUc15ZUpY_tDPZiwgw
BananaQueen#Wifey,MASTER,4,Y62DJwdnxiuMqegDnJ5zP-fmkT-usQoDneu4bqA1gIxUM0hOVueHUlwTG7XTDzNo2kR_-gO3-xVaFw
岩雀少爷#NA01,MASTER,4,2hrpMXpQ9u9mVP23SXUS22wyDYx8aQrpL6y3X9KV1XhbreXIiXfy7BMKDFAHRdMqhak1sFOUh6A7uw
venôm#NA1,MASTER,4,hZfZmaPzbjS-nahOHlvmQmdO__38xviCTsSe4f1pXex0khJC6UK1iEFzs-uXjuz1fxtSlhlBAx1-Mw
kbmistro675#NA1,MASTER,4,7P5kNUkwMoaCawNRpvvoxuXqw6N_0V_G5UKXUXKStdGi0tBCD3J48-Hs3gHMPAZ6jcaYbX_k7MwvTA
薰衣草#迷 雾,MASTER,4,qnT1dU3B1lACsIM-4xUD3gnxm57sXOKsBwC-B_OFL7PsBVNvhr4gIMTumS7Aehy-vwTAel_6lpHkqg
Baguette#Jover,MASTER,4,qf8QnqoT1UCI5gdKcM36-CN3epXBLmWwhY2QYbJxUBg5XuCwVFRyYwG0YfRQ5ZdXT8VRa3bkLYJGjg
Thresh#小小锤石,MASTER,4,WmqZZEpQsA03BXxkS825kxUIVAt186aEfoZtEm8kqR4P5CDJ3b0a8FL8cxR6epqC69gregRBBht0dw
尘 雾#尘 雾,MASTER,4,e8CT8ImvIOGd-M-petJwutteQabVoBV7CXWJrO_nAkv5ykKl_h2AgBr6YeSGrK7UjJp0W7iTy5ZtSA
light#puppu,MASTER,3,bEOVk-Q1FR8sWva7pkqCwwZLghOoHoI1ltkQdiNKqhMLOSAbz2sn_MIWKL0MzA48VJFKW4MEpBRqNw
Arc De Arcane#Bueno,MASTER,3,Sc9JAGPNf81yx2Hvj9omD9a-IXWwIK1VOLseIlPLTgefbbLMtSxXyVdeMQNwUF8Tua1u9IdeegCzJg
HerÓ#NA1,MASTER,3,VL_b3EglxMVit1YSfQpzFHjnIzNLkwh63f_k9B6fwUHdxRDA95LMVZf2qmNGCwGVRvTT_tgkkqI5MA
중국산 리신#장애人,MASTER,3,Iaz0dg3ieEW87QhziO5ws0b5FmbfMlhqFwFC4jtfLMLY0DFfnGExF_U4Lnn0lfHjf84NT5HC7VopKg
the throngler#BILLY,MASTER,3,CRgmp-wsjfdGJ77xXXyNw-wrksLKnWP2n22bAer4t3XpFq2hwKm5JY2U6cNKQj_C5dllK8fRJL5qiw
DEVILWEARSPRADA#NA1,MASTER,3,DkeIx7nvX4Q6gAQylKX9m5Jb6tof46oaieBZJr5gJfAxvQ_joMhMCDbi2OlWjSePrFTuF3d-g-8xCw
eyes mouth ears#NA1,MASTER,3,2gzxwVKMPeIuElZ0Ea47BGOCy-p9JkO8kfqRQz8DoKAniWdTFFMw8r7LwD37NB_Dl3EeyRF3mUSV-w
Kral ADD#Kage,MASTER,3,do_dq-_-A_lWm60VgF-GmXCXjcMcD-8Upqa7WdlwqTE-U3ru05xk62u2UcDxgFRf3V8O2p6k2xDu1Q
Burst#3333,MASTER,3,mxoEXrG2EZq4_T8tenrG340oijf_H6xR4WisCGnueEd1gQPw4iQcLxuZYsW0muwHckXCT9HKdXqaqg
Underd0gg#NA1,MASTER,3,8LIR-CGenjmXCFSa0iVwI3LHkuD0oLgrw6haSSouTPIrw1-mLO79SI5H0-Kixg1WNBPR0RdTaCjpYw
cleborp#SKAY,MASTER,3,8RjU1PFs2XRjJ5y6Rar_kSAWX9ug7-SFErPC4_MxutKRv5eekcVL4kvM4PkBRhLd7iER1xU_XNH1pA
HeHathRisen#NA1,MASTER,3,Rc-Qlg0tDfroFhz1bUKDzBqqP8dEFIsdTSPkxwBBMJm9noU5g8rfAzxkCJe7CoRLAETdx6GWcBgBaw
Huy Hững Hờ#1607,MASTER,3,AMJbOukhYfLi_bYVo1LS61i9_LOyaPnjSgH_aA0llVqVShF8XM-zvOB0sm8Raim1kZJPNPBx4Omeig
Erieysponsible#Eriey,MASTER,3,WKSNOIkqel0AAYOIPpHbR4ZSYiLmoRdXImGQ6LDxi-bn-x0mVTrXZOtwlCYzmRAKaZ3d-pPXtYgCVg
Doraemon#211,MASTER,3,HuX5DRiI7mI79SKbBSHiIwcR9R51ev8XxLvsouYjBhyFqqe9TpC2HVE5JoNgDSamDZrexISdWbqyuw
Burito#Burto,MASTER,3,u5jIFKMoqGOrq1HzVcbsceEALhSLF3GuVno7K18bMyfNIQ02Yniiw6Mi0kgu2gE5CQ2Qp2lIElELow
An Autumn Leaf#NA1,MASTER,3,KOM0PLUaF-EvtLMYQqMJQsappF3WB9izN4GAB-cRoLVAVE2UerNLM350D3c2rf7Ido0QOOnAgeLO4w
Draven MaiÑ#NA1,MASTER,3,PSQgpFtEHYme0Ojiet1xHYFXIJTR1l_cSFmGry1BmPCr_QZeEpXJMmOfhdpNIN0lH1F9D6zFPLg1EQ
supnoob2#sup,MASTER,3,gOmcmi6cpjrMxZkMkeYMy19DhUpSHW3hgqJogyWsWAjnzwDpNv39EltyunqcGFwi5M2DbMJkkD6Fug
Pharaöh#NA1,MASTER,3,ekzTUZql81HjFhABLscp5BuhYTAJTUewCSYqhGy_EzC2jdlIbN29NYyvmZhmAdn5iRsoSaw1WD-Xew
Djangoat#NA1,MASTER,3,NSFstClGAcAee2sVKlCoGaPbG6sgfAAgJxKR7-NZBmEE9BQcIVcQ41KhtXSa1e2aB2Po0Wi6Y4LBkg
STRONGSIDESAMMY#NA01,MASTER,3,0EEOqMjm-fgksLf_KciXejJN4MW-6bEjqtTeh7Dbi6IuERSTl_kwslJeeR8pg2RCki81jMTTsrLpSw
yaxo3#100,MASTER,3,HiOElg0-1ngQ5ZoZuKDp1pT8-SZ0ni82NM3FP8bIhnFzvg-i7c4lXhhKMnVWVfPxb3KmbFtHSQxv0w
Evrot#JO146,MASTER,3,vlZesr07wKNniUUTMhDZN48ep_su-w94lL1Kr8AUzrqedh_xQrfClWDY9xgeU69p1i221ooH9ESIsg
Th3Sl4yer#135,MASTER,3,eWm0D_PUcsYJo5G0vIlcL5rB7_ClJwP4nfzzyftIOR4_a1yhwHl22eNIOn4VWz2Gzm1k2VfBdQ0hKw
Burn#Dread,MASTER,3,sGe5YmEh2tWtQInSMsFM6CvrTZiE2uoOWlxr2PUQyiJWvqTM228Hx1P7a1JSGSgvlyHril2tlusaWA
Anime N Chill#0001,MASTER,3,o3OOjjoSaF7cRvG_OpnIF82UCBl1ESCeY0XzJr9HKgyylca0ut25sM3N8V6yCuMcVJZQZTd8IiMbUg
Darcreationx#NA1,MASTER,3,yx8cDe2UZc_HNtv-djWqhtyjLyzGLo6gH1DvBtIStAqXbWSvxqepA81tGXB6gkHAgA7mHSbfI5GggA
Scooter#NA3,MASTER,3,EhSBrHiQWxN_KMNKjOuFAhJo1H3bkk8gf3ajebMCv85grO6dYcf3NcXcO-_VDVSoS5uoK-cj4lf6Hg
DARK MAGA#DOGE,MASTER,3,PX7uwxSKG9rZBKhiKDGMOKRJCbXxXi7yEEZO2lKzUk-deWNf2kQ_pV_wDugrOFrlNPhVjnPgcz4y6w
AJOSU#NA1,MASTER,3,NEdJIsFCHyK3QbxhYwz3IkVV6kBfQvAKTT35wP4ivdA0i_736MH1s-7TZT9enxNYns15L2T2SMprqw
伊雷娜#Akari,MASTER,3,B8TM1KL1F1E0Gn06hTWU_3WzcRjBPWbTJzARb8xk1ZmP7TbtffojveWmi4txpNTRlwP8SKKVjW9xMQ
Tico#TAHM,MASTER,3,MfBI9idwOt7Q6j-PztuW9faqCgmLvVKfzzjdI76yk_uvAPHBEVner3mi0uSV-pEKaRfk5NZeO0ZeSA
Finness#NA1,MASTER,3,VnB_wW2cJnZd7vpBebvYzQU3XGo4iukRiSENXDG4EWF_IF3O2g6AhRj46spO0KFJ5kx9bgsTowHcmA
Frank Ocean#NA1,MASTER,3,O5OWRs7nj9fCwk6JuS5YgrGJw0blLPQP-wQfmmCqR4yVzXYSRRSjUw81lW3BvCEPxt-o3POigoqjMg
深海不如你#NA2,MASTER,3,4Uj-HJf9NtBlWxWd6iaNY4VMB5i4tTEAqfqF-cYxzKSo9-_-61JKSezWmeq3IzsxqkSw1y5RcOTo4A
Nakano Miku3#NA1,MASTER,3,U5lIZPHIaNbrGi_y5GdjmzQfhHuUT1PHwQazPRo0w4PfszC2lKFsOVbl_SZ8vKuuHE_k8TQ6mi03Zg
Founding Titan#007,MASTER,3,FHtVpXHntJIxuX_RiI1cjUsJQnAtSH2LwOjdUr9uw9eTfMO93PricvUSRLQakidO7o3pbfhJMBc2GA
TheRuinedOne#RT02,MASTER,3,46CA3onsfCnsFXk3aFHtUuVvGW0ts_P5M-hq06OIafzv2DGkZCVz318uj6SNi-vCFDz_fI070hW25A
Marinovile#NA1,MASTER,3,yLAeXsW-Aw7XWW51wYAr6vTap1AA1kAKplQNimi3OIqQOzr3bIgJzTKD2o4GxGWBoIdf3D-MKdw3Eg
pvper#999,MASTER,3,Sdj3pzSaqIOP8K33Klao-aaapI5LabYnwjkXWaqoMr5rj7UMdsFEtK06ymYvYUE7OvddqxgDPq9tXw
LMZ Muciño#NA1,MASTER,3,CaXHPj2dcA18X-nyZHXbojJKXF8a5dBOzB91owbCH5B6zpi2KD7h5NKyJ2-iT8xlkvFsDXW_8MGcsw
Sourpatchkids#NA1,MASTER,3,GvfWdA9FzKwy-GV32x2lzRH-cG1ZWWCrxuWMB4PDEPj-1GaFRwaBJIWDHWx0pU4gRspyw0MRWFM7zg
sadkitty#tiddy,MASTER,3,BQ0zikfU_NPm1LltBFdV31qPXbJQZDHvMR903W7Ab3oWudKIIvQT5wLYCVCak6TTUDdQIPkYLRVPYg
ice diet coke#2004,MASTER,3,LbvK7MaD4CP9RH5BEi1kiuBaPMegACsmMwe5hnWs6hfEOnHw4joJbrifyG0hfgQZqW66XDRyh92YYA
LiL Pow Pow#Jinx,MASTER,3,BjflSNhl-eLqjkrmCj8Dj7QuwIeXa19NxyYibxkNgbb5emJ47k1iMf0x-GF42qdJTCQo0s_n-7hEoQ
IAmBryzn#NA1,MASTER,3,KFUK3Q_iYB1JWc39fYbJwztSUTMDFk2cFahL8WMG53gHli7XQxKoDoNdXQ-0eXQqXN-ucZNZ5iG-ig
